ProdTaken,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Gender_Fe Male,Gender_Female,Gender_Male,CityTier_1,CityTier_2,CityTier_3
0,38.0,8.0,2,3.0,3.0,6.0,1,1,0,0.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,15.0,2,4.0,5.0,1.0,0,1,0,0.0,18407.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
0,21.0,21.0,3,3.0,3.0,2.0,0,5,1,1.0,16232.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,34.0,12.0,2,3.0,5.0,3.0,0,4,0,0.0,17960.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,38.0,22.0,3,5.0,5.0,2.0,1,4,0,0.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,33.0,8.0,3,3.0,3.0,5.0,0,3,0,2.0,17496.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,15.0,2,4.0,3.0,2.0,0,4,0,1.0,17206.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,24.0,6.0,3,3.0,3.0,3.0,1,3,0,2.0,17293.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,43.0,8.0,3,1.0,3.0,2.0,0,1,1,2.0,17645.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,50.0,9.0,2,4.0,3.0,2.0,1,4,1,1.0,17683.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,35.0,8.0,3,3.0,3.0,2.0,0,1,1,2.0,17014.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,38.0,11.0,2,4.0,5.0,1.0,1,1,1,1.0,18419.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,10.0,3,3.0,3.0,2.0,0,4,1,1.0,16951.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,27.0,8.0,2,3.0,5.0,2.0,0,3,1,1.0,17341.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,26.0,31.0,2,5.0,3.0,2.0,0,1,0,0.0,17293.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,25.0,3,3.0,4.0,5.0,0,4,0,1.0,18022.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,14.0,2,1.0,3.0,2.0,0,5,1,1.0,17269.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,11.0,2,3.0,3.0,2.0,1,1,0,0.0,18441.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,38.0,29.0,1,3.0,5.0,4.0,1,4,0,0.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,35.0,6.0,3,3.0,5.0,5.0,0,1,0,1.0,17194.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,38.0,15.0,3,4.0,3.0,1.0,1,1,1,2.0,18388.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,29.0,8.0,3,3.0,4.0,1.0,0,4,1,0.0,17703.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,31.0,6.0,2,3.0,4.0,2.0,0,3,1,0.0,17501.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,36.0,12.0,2,1.0,3.0,4.0,0,1,0,0.0,18038.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,23.0,8.0,3,3.0,5.0,4.0,0,3,1,2.0,17322.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,51.0,15.0,3,3.0,3.0,4.0,0,3,1,0.0,17075.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,37.0,12.0,3,3.0,5.0,5.0,1,1,0,2.0,17073.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,32.0,6.0,3,3.0,5.0,2.0,0,1,0,1.0,17956.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,20.0,12.0,3,4.0,3.0,2.0,1,1,0,0.0,17926.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,25.0,13.0,3,4.0,3.0,2.0,0,1,0,2.0,17889.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,22.0,21.0,2,3.0,3.0,2.0,0,1,1,1.0,17871.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,24.0,24.0,2,3.0,3.0,1.0,0,4,0,0.0,17774.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,36.0,9.0,2,3.0,3.0,6.0,0,1,0,1.0,17835.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,29.0,3,5.0,3.0,2.0,0,3,0,0.0,17613.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,56.0,20.0,3,4.0,4.0,1.0,1,5,1,0.0,19963.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,26.0,12.0,2,4.0,4.0,2.0,0,3,1,1.0,17368.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,19.0,28.0,2,3.0,3.0,2.0,1,1,1,0.0,16675.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,22.0,8.0,3,3.0,3.0,1.0,0,5,1,0.0,17523.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,26.0,31.0,3,3.0,3.0,2.0,0,4,1,1.0,17942.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,38.0,15.0,2,3.0,5.0,1.0,0,4,1,0.0,23620.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,38.0,35.0,2,3.0,3.0,6.0,0,1,1,0.0,18452.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,24.0,3,3.0,3.0,2.0,0,1,1,2.0,17632.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,11.0,2,3.0,5.0,6.0,0,5,0,1.0,18204.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,41.0,15.0,3,3.0,5.0,3.0,0,1,0,0.0,17238.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,19.0,9.0,3,3.0,4.0,2.0,0,3,1,0.0,16483.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,58.0,15.0,3,4.0,4.0,5.0,1,1,1,1.0,18346.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,34.0,8.0,3,3.0,3.0,7.0,0,5,0,0.0,17231.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,22.0,25.0,3,3.0,3.0,2.0,0,1,1,0.0,17323.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,27.0,15.0,2,3.0,4.0,7.0,0,3,1,1.0,17024.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,28.0,27.0,2,3.0,3.0,2.0,0,1,0,0.0,17713.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,27.0,9.0,3,4.0,3.0,2.0,1,1,0,2.0,17566.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,32.0,12.0,2,3.0,3.0,4.0,0,1,0,1.0,18038.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,27.0,23.0,2,3.0,4.0,1.0,1,4,0,0.0,18058.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,19.0,6.0,3,5.0,5.0,1.0,0,3,1,0.0,17325.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,33.0,8.0,2,3.0,3.0,1.0,0,3,1,0.0,17500.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,19.0,8.0,2,4.0,3.0,2.0,0,5,1,0.0,16102.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,15.0,3,3.0,3.0,2.0,0,1,1,2.0,17288.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,18.0,3,3.0,3.0,1.0,1,4,1,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,34.0,33.0,3,3.0,4.0,3.0,0,3,0,0.0,17311.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,41.0,26.0,3,3.0,4.0,2.0,1,4,0,1.0,18140.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,38.0,6.0,2,4.0,3.0,3.0,0,3,1,0.0,18690.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,33.0,20.0,3,3.0,4.0,2.0,0,5,1,1.0,17756.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,27.0,15.0,4,3.0,4.0,2.0,0,3,0,1.0,17279.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,43.0,13.0,2,1.0,3.0,5.0,0,4,1,0.0,17089.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,38.0,27.0,3,1.0,5.0,2.0,1,3,1,0.0,18564.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,16.0,2,3.0,3.0,2.0,1,3,1,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,22.0,11.0,2,1.0,4.0,2.0,1,4,1,0.0,17328.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,36.0,24.0,3,3.0,3.0,2.0,0,3,0,1.0,17153.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1,30.0,9.0,2,3.0,5.0,6.0,1,4,0,0.0,17657.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,29.0,6.0,2,3.0,3.0,1.0,0,1,0,0.0,17058.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,33.0,10.0,2,4.0,4.0,7.0,0,4,0,1.0,17622.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,59.0,9.0,3,4.0,3.0,4.0,0,3,0,0.0,17177.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,10.0,2,3.0,3.0,5.0,0,4,1,0.0,17793.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,29.0,24.0,2,4.0,3.0,2.0,1,3,0,0.0,17389.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,52.0,8.0,2,4.0,3.0,1.0,0,3,1,0.0,18212.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,59.0,12.0,2,3.0,3.0,1.0,0,4,0,0.0,17267.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
1,33.0,20.0,2,3.0,3.0,6.0,1,1,1,1.0,17436.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,33.0,8.0,2,3.0,5.0,1.0,0,3,1,1.0,17707.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,10.0,2,3.0,4.0,3.0,0,3,1,1.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,38.0,6.0,3,4.0,3.0,1.0,1,5,0,2.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,39.0,6.0,3,3.0,3.0,1.0,0,3,1,0.0,17232.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,33.0,11.0,3,4.0,3.0,2.0,0,1,0,0.0,17911.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,6.0,2,4.0,5.0,3.0,0,4,0,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,29.0,21.0,2,3.0,3.0,2.0,0,3,1,1.0,17340.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,42.0,8.0,2,4.0,5.0,1.0,1,4,1,1.0,17593.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,51.0,6.0,3,3.0,3.0,2.0,0,4,1,0.0,17723.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,35.0,3,4.0,4.0,1.0,0,3,0,2.0,18479.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,32.0,13.0,3,1.0,4.0,2.0,0,1,0,1.0,17794.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,38.0,8.0,3,3.0,3.0,3.0,0,4,0,1.0,18485.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,36.0,12.0,2,3.0,3.0,1.0,0,5,1,1.0,18210.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,28.0,15.0,3,3.0,3.0,2.0,0,1,1,0.0,17070.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,21.0,9.0,3,4.0,3.0,2.0,0,5,1,2.0,18230.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,37.0,6.0,2,3.0,3.0,2.0,0,1,1,0.0,17115.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,26.0,22.0,2,3.0,4.0,3.0,1,1,1,0.0,17373.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,28.0,14.0,3,3.0,3.0,2.0,0,4,1,1.0,18310.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,31.0,11.0,2,3.0,4.0,2.0,0,3,0,0.0,17789.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,37.0,15.0,2,3.0,3.0,2.0,1,1,0,1.0,17326.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,18.0,9.0,2,3.0,3.0,2.0,0,4,1,0.0,16420.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,24.0,2,1.0,3.0,5.0,0,5,1,1.0,18688.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,18.0,16.0,3,4.0,3.0,2.0,0,1,0,2.0,16200.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,43.0,16.0,2,3.0,3.0,1.0,0,5,0,0.0,17455.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,38.0,8.0,2,5.0,3.0,6.0,1,3,1,1.0,18464.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,29.0,14.0,3,5.0,5.0,2.0,1,3,0,1.0,17119.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,15.0,1,4.0,3.0,1.0,0,1,1,0.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,23.0,32.0,2,3.0,3.0,2.0,0,1,0,1.0,17904.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,42.0,8.0,2,3.0,3.0,1.0,1,4,1,1.0,17696.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,32.0,8.0,3,3.0,4.0,2.0,0,4,0,1.0,17370.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,21.0,6.0,3,4.0,4.0,2.0,1,5,1,2.0,17174.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,40.0,16.0,2,1.0,3.0,4.0,1,3,0,1.0,17213.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,21.0,15.0,2,3.0,3.0,2.0,0,4,1,0.0,17610.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,33.0,11.0,2,3.0,3.0,2.0,1,1,0,1.0,17851.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,38.0,16.0,3,3.0,5.0,7.0,0,1,1,2.0,18452.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,21.0,18.0,2,1.0,4.0,2.0,0,5,0,1.0,17716.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,29.0,29.0,2,3.0,3.0,1.0,0,3,0,0.0,17201.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,36.0,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17543.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,8.0,3,3.0,4.0,2.0,0,3,1,0.0,17476.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,26.0,9.0,3,3.0,5.0,1.0,0,3,0,1.0,18102.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,22.0,17.0,2,3.0,4.0,2.0,0,1,1,1.0,17244.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,30.0,10.0,2,3.0,3.0,1.0,1,4,1,0.0,17285.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,37.0,20.0,3,3.0,5.0,2.0,0,4,1,1.0,18034.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,42.0,6.0,3,3.0,5.0,4.0,0,3,0,2.0,17576.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,43.0,27.0,3,3.0,3.0,1.0,0,4,1,2.0,17258.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,31.0,6.0,3,4.0,5.0,2.0,0,4,1,1.0,17218.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,9.0,3,3.0,5.0,6.0,0,5,1,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,45.0,16.0,3,3.0,3.0,4.0,0,5,0,2.0,17654.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,24.0,6.0,3,3.0,4.0,2.0,1,4,0,0.0,18202.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1,34.0,12.0,2,5.0,3.0,1.0,0,4,0,1.0,17351.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,38.0,8.0,2,3.0,3.0,2.0,1,5,1,0.0,16702.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,26.0,29.0,2,3.0,3.0,2.0,0,3,0,0.0,17886.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,30.0,9.0,2,3.0,3.0,5.0,0,3,1,0.0,17097.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,29.0,31.0,3,4.0,4.0,6.0,0,3,1,2.0,17546.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,19.0,8.0,2,4.0,3.0,2.0,0,3,0,0.0,17564.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,35.0,28.0,2,5.0,3.0,1.0,0,4,1,1.0,23620.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,34.0,8.0,3,4.0,3.0,4.0,0,5,1,2.0,17768.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,30.0,13.0,2,3.0,4.0,1.0,0,1,0,0.0,17983.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,42.0,11.0,3,3.0,3.0,5.0,0,3,0,1.0,17093.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,38.0,10.0,3,4.0,3.0,6.0,0,5,0,0.0,23620.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,38.0,14.0,2,3.0,3.0,2.0,0,1,1,1.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,18.0,11.0,3,3.0,4.0,2.0,1,4,1,0.0,16878.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,26.0,30.0,3,5.0,3.0,2.0,1,3,0,1.0,17340.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,24.0,30.0,2,3.0,3.0,1.0,0,4,1,1.0,17400.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
0,24.0,29.0,2,1.0,3.0,2.0,1,4,0,0.0,17725.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,24.0,23.0,3,4.0,4.0,2.0,0,3,1,1.0,17127.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,25.0,19.0,2,3.0,3.0,2.0,0,3,1,1.0,17096.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,24.0,13.0,2,3.0,3.0,2.0,1,4,0,0.0,17886.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,30.0,18.0,3,4.0,5.0,2.0,0,5,1,2.0,17033.0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,38.0,6.0,2,4.0,3.0,2.0,1,1,1,1.0,18622.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,27.0,12.0,3,4.0,3.0,1.0,0,1,0,1.0,17187.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,20.0,6.0,2,4.0,4.0,2.0,0,4,0,1.0,17836.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,6.0,2,3.0,5.0,4.0,0,1,0,1.0,17619.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,20.0,2,3.0,3.0,2.0,1,5,1,0.0,17579.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1,27.0,8.0,2,3.0,5.0,1.0,0,5,1,1.0,18041.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,28.0,2,3.0,3.0,2.0,0,1,0,0.0,18447.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,22.0,12.0,3,3.0,3.0,1.0,0,1,1,1.0,17773.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,34.0,6.0,2,3.0,3.0,2.0,0,3,1,1.0,17691.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,26.0,12.0,3,3.0,3.0,2.0,1,1,0,1.0,17659.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,27.0,9.0,2,4.0,3.0,1.0,0,1,1,1.0,17045.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,20.0,16.0,2,3.0,3.0,2.0,1,5,1,1.0,16009.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,38.0,9.0,3,3.0,5.0,2.0,1,5,1,0.0,18348.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,35.0,9.0,2,4.0,3.0,2.0,0,1,1,1.0,16281.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,23.0,10.0,2,1.0,5.0,3.0,0,4,0,1.0,17819.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,29.0,6.0,3,5.0,3.0,2.0,0,1,0,2.0,17720.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,50.0,34.0,3,1.0,3.0,2.0,1,1,0,1.0,18221.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,14.0,2,3.0,4.0,1.0,0,1,0,1.0,23620.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,28.0,6.0,3,5.0,4.0,1.0,1,1,1,2.0,17216.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,30.0,2,5.0,3.0,3.0,0,3,0,0.0,18708.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,29.0,16.0,3,3.0,3.0,2.0,0,4,1,0.0,17642.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,42.0,25.0,2,1.0,3.0,7.0,1,3,0,0.0,17759.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,23.0,15.0,2,3.0,5.0,2.0,0,3,1,0.0,17500.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,40.0,8.0,2,4.0,3.0,1.0,1,3,0,0.0,17342.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,29.0,16.0,2,3.0,4.0,2.0,0,1,1,0.0,17297.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,38.0,8.0,3,3.0,3.0,7.0,1,4,0,2.0,18057.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,16.0,3,1.0,3.0,2.0,0,1,0,1.0,18505.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,34.0,6.0,3,1.0,3.0,3.0,0,1,1,1.0,18280.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,37.0,16.0,2,3.0,5.0,1.0,1,3,1,0.0,17782.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,14.0,3,3.0,3.0,2.0,0,3,1,2.0,17572.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,38.0,6.0,2,5.0,3.0,4.0,0,4,1,0.0,23620.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,23.0,12.0,3,1.0,5.0,2.0,1,3,0,0.0,16601.0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
